Num_incidente	id_duracion	id_descripcion	id_estado
INC002000000167	89	179	108
INC002000000168	90	180	103
INC002000000169	91	181	107
INC002000000170	92	182	136
INC002000000171	93	183	136
INC002000000172	94	184	103
INC002000000173	95	185	108
INC002000000174	96	186	118
INC002000000175	97	187	107
INC002000000176	98	188	103
INC002000000177	99	189	101
INC002000000178	100	190	102
INC002000000179	101	191	103
INC002000000180	102	192	107
INC002000000182	103	193	103
INC002000000184	104	194	-1
INC002000000186	105	195	118
INC002000000187	106	196	103
INC002000000188	107	197	103
INC002000000189	108	198	103
INC002000000190	109	199	103
INC002000000191	110	200	103
INC002000000192	111	201	118
INC002000000193	112	202	102
INC002000000194	113	203	101
INC002000000195	114	204	103
INC002000000196	115	205	103
INC002000000197	116	206	103
INC002000000198	117	207	108
INC002000000201	118	208	136
INC002000000203	119	209	103
INC002000000204	120	210	103
INC002000000205	121	211	101
INC002000000206	122	212	212
INC002000000220	123	213	118
INC002000000221	124	214	103
INC002000000222	125	215	108
INC002000000224	126	216	108
INC002000000225	127	217	103
INC002000000229	128	218	108
INC002000000230	129	219	108
INC002000000231	130	220	103
INC002000000239	131	221	108
INC002000000240	132	222	103
INC002000000256	133	223	103
INC002000000257	134	224	103
INC002000000258	135	225	101
INC002000000264	136	226	108
INC002000000271	137	227	108
INC002000000272	138	228	108
INC002000000273	139	229	101
INC002000000274	140	230	108
INC002000000275	141	231	102
INC002000000276	142	232	101
INC002000000277	143	233	101
INC002000000278	144	234	102
INC002000000279	145	235	101
INC002000000292	146	236	101
INC002000000293	147	237	101
INC002000000294	148	238	101
INC002000000295	149	239	101
INC002000000299	150	240	212
INC002000000301	151	241	108
INC002000000302	152	242	103
INC002000000303	153	243	108
INC002000000304	154	244	-1
INC002000000305	155	245	107
INC002000000306	156	246	103
INC002000000307	157	247	-1
INC002000000308	158	248	103
INC002000000309	159	249	103
INC002000000310	160	250	103
INC002000000311	161	251	101
INC002000000313	162	252	108
INC002000000314	163	253	103
INC002000000315	164	113	103
INC002000000317	165	173	101
INC002000000319	166	256	101
INC002000000320	167	257	108
INC002000000322	168	258	101
INC002000000323	169	259	118
INC002000000324	170	260	103
INC002000000326	171	261	101
INC002000000327	172	262	136
INC002000000328	173	263	103
INC002000000329	174	264	103
INC002000000330	175	265	103
INC002000000332	176	266	108
INC002000000333	177	267	212
INC002000000334	178	268	102
INC002000000335	179	269	-1
INC002000000336	180	270	101
INC002000000337	92	271	108
INC002000000338	182	272	103
INC002000000339	183	273	108
INC002000000340	184	274	102
INC002000000341	185	275	118
INC002000000343	186	181	101
INC002000000344	187	277	108
INC002000000346	188	278	101
INC002000000347	189	279	103
INC002000000348	190	280	103
INC002000000350	191	281	281
INC002000000351	192	282	101
INC002000000352	193	283	107
INC002000000353	194	284	101
INC002000000354	195	285	101
INC002000000355	196	286	101
INC002000000356	197	287	101
INC002000000357	198	288	101
INC002000000358	199	289	108
INC002000000359	200	290	103
INC002000000360	201	291	101
INC002000000361	202	292	101
INC002000000362	203	293	101
INC002000000363	204	294	212
INC002000000364	205	295	101
INC002000000365	206	296	101
INC002000000366	207	297	101
INC002000000367	208	298	101
INC002000000369	209	299	102
INC002000000371	210	300	108
INC002000000372	211	301	102
INC002000000374	212	302	-1
INC002000000375	213	303	118
INC002000000376	214	304	101
INC002000000377	215	221	108
INC002000000379	216	306	103
INC002000000380	217	307	103
INC002000000381	218	308	101
INC002000000382	219	309	103
INC002000000383	220	310	108
INC002000000384	221	311	103
INC002000000385	222	312	108
INC002000000386	223	313	101
INC002000000387	224	314	136
INC002000000388	225	315	101
INC002000000389	226	316	108
INC002000000390	227	317	136
INC002000000391	228	318	103
INC002000000392	229	319	319
INC002000000394	230	320	136
INC002000000395	231	321	101
INC002000000396	232	322	136
INC002000000398	233	323	108
INC002000000399	234	324	108
INC002000000400	235	325	103
INC002000000401	236	326	118
INC002000000402	237	327	101
INC002000000404	238	328	101
INC002000000405	239	329	102
INC002000000406	240	330	102
INC002000000408	241	331	108
INC002000000409	242	332	136
INC002000000410	243	333	101
INC002000000411	244	334	118
INC002000000414	245	100	101
INC002000000415	246	336	108
INC002000000416	247	337	108
INC002000000417	248	338	101
INC002000000418	249	339	101
INC002000000419	250	340	136
INC002000000420	251	341	101
INC002000000421	252	342	101
INC002000000422	253	343	103
INC002000000424	254	344	108
INC002000000427	255	345	136
INC002000000428	256	346	102
INC002000000429	257	347	101
INC002000000430	258	348	101
INC002000000431	259	349	108
INC002000000432	260	350	108
INC002000000433	261	192	101
INC002000000434	262	352	118
INC002000000435	263	353	118
INC002000000436	264	354	101
INC002000000437	265	355	118
INC002000000439	266	356	108
INC002000000440	267	357	101
INC002000000441	268	358	108
INC002000000443	269	359	103
INC002000000444	270	360	108
INC002000000445	271	361	101
INC002000000446	272	362	103
INC002000000447	273	363	101
INC002000000448	274	364	101
INC002000000449	275	365	212
INC002000000450	276	366	118
INC002000000451	277	367	101
INC002000000452	278	368	212
INC002000000453	279	369	108
INC002000000456	280	370	103
INC002000000457	281	371	136
INC002000000458	282	372	118
INC002000000459	283	373	136
INC002000000460	284	374	136
INC002000000461	285	375	102
INC002000000462	286	376	281
INC002000000463	287	376	102
INC002000000464	288	378	108
INC002000000465	289	379	108
INC002000000466	290	380	103
INC002000000467	291	381	103
INC002000000468	292	382	103
INC002000000470	293	383	101
INC002000000471	294	384	103
INC002000000472	295	385	101
INC002000000473	296	386	101
INC002000000474	297	387	101
INC002000000475	298	388	101
INC002000000476	299	388	212
INC002000000477	300	390	102
INC002000000478	301	391	136
INC002000000479	302	392	103
INC002000000480	303	393	103
INC002000000481	304	394	136
INC002000000482	305	395	118
INC002000000483	306	396	108
INC002000000484	307	397	118
INC002000000485	308	398	-1
INC002000000486	309	399	101
INC002000000488	310	400	-1
INC002000000489	311	401	-1
INC002000000490	312	402	108
INC002000000491	313	403	108
INC002000000492	314	404	101
INC002000000494	315	405	101
INC002000000495	316	406	101
INC002000000496	317	407	101
INC002000000497	318	408	103
INC002000000498	319	409	103
INC002000000500	320	410	103
INC002000000501	321	411	103
INC002000000502	322	412	118
INC002000000503	323	413	103
INC002000000504	324	414	103
INC002000000506	325	415	103
INC002000000507	326	416	101
INC002000000508	327	417	108
INC002000000509	328	418	101
INC002000000510	329	419	419
INC002000000511	330	420	103
INC002000000512	331	421	103
INC002000000513	332	422	103
INC002000000514	333	423	101
INC002000000515	334	424	102
INC002000000516	335	425	103
INC002000000517	336	426	102
INC002000000518	337	427	103
INC002000000519	338	428	101
INC002000000520	339	429	103
INC002000000521	340	430	103
INC002000000522	341	431	431
INC002000000523	342	432	101
INC002000000524	343	433	101
INC002000000525	344	434	101
INC002000000527	345	435	101
INC002000000529	346	436	103
INC002000000531	347	437	103
INC002000000532	348	438	101
INC002000000533	349	439	103
INC002000000534	350	440	103
INC002000000535	351	441	118
INC002000000536	352	442	101
INC002000000537	353	443	103
INC002000000538	354	444	118
INC002000000539	355	445	103
INC002000000540	356	446	108
INC002000000541	357	447	108
INC002000000542	358	448	108
INC002000000543	359	449	108
INC002000000545	360	450	103
INC002000000546	361	451	103
INC002000000547	362	452	101
INC002000000548	363	453	108
INC002000000549	364	454	101
INC002000000550	365	455	-1
INC002000000551	366	456	212
INC002000000552	367	457	103
INC002000000553	368	458	431
INC002000000554	369	459	108
INC002000000555	370	460	101
INC002000000556	371	461	108
INC002000000558	372	462	101
INC002000000559	373	463	101
INC002000000560	374	464	103
INC002000000561	375	465	108
INC002000000562	376	466	101
INC002000000563	377	467	118
INC002000000565	378	468	103
INC002000000566	379	469	101
INC002000000567	380	470	101
INC002000000568	381	471	103
INC002000000570	382	472	101
INC002000000571	383	473	103
INC002000000572	384	474	101
INC002000000573	385	475	103
INC002000000574	386	476	103
INC002000000575	387	477	103
INC002000000576	388	478	103
INC002000000578	389	479	103
INC002000000579	390	480	102
INC002000000581	391	481	103
INC002000000582	392	482	108
INC002000000583	393	483	118
INC002000000584	394	484	103
INC002000000585	395	485	103
INC002000000586	396	486	101
INC002000000587	397	487	101
INC002000000589	398	488	108
INC002000000590	399	489	103
INC002000000591	400	490	101
INC002000000592	401	206	103
INC002000000593	402	492	108
INC002000000594	403	493	103
INC002000000595	404	494	103
INC002000000596	405	495	102
INC002000000598	406	496	108
INC002000000599	407	497	108
INC002000000600	408	498	101
INC002000000602	409	499	103
INC002000000603	410	500	118
INC002000000604	411	501	103
INC002000000605	412	502	212
INC002000000606	413	503	101
INC002000000607	414	504	103
INC002000000611	415	505	118
INC002000000612	416	506	101
INC002000000614	417	507	103
INC002000000615	418	508	108
INC002000000616	419	509	108
INC002000000617	420	510	108
INC002000000619	421	511	108
INC002000000620	422	512	101
INC002000000621	423	513	103
INC002000000622	424	514	118
INC002000000623	425	515	108
INC002000000624	426	516	108
INC002000000626	427	517	118
INC002000000628	428	518	101
INC002000000629	429	519	103
INC002000000630	430	520	101
INC002000000631	431	521	103
INC002000000632	432	522	101
INC002000000633	433	523	212
INC002000000634	434	524	101
INC002000000635	435	525	101
INC002000000636	436	526	101
INC002000000639	437	527	103
INC002000000640	438	528	101
INC002000000641	439	529	101
INC002000000642	440	530	108
INC002000000643	441	531	101
INC002000000644	442	532	103
INC002000000645	443	533	103
INC002000000646	444	534	103
INC002000000647	445	535	103
INC002000000648	446	536	103
INC002000000649	447	537	-1
INC002000000650	448	538	108
INC002000000651	449	539	103
INC002000000652	450	540	108
INC002000000653	451	541	108
INC002000000654	452	542	103
INC002000000655	453	543	101
INC002000000656	454	544	101
INC002000000657	455	545	102
INC002000000659	456	546	101
INC002000000660	457	547	103
INC002000000665	458	548	101
INC002000000666	459	549	101
INC002000000667	460	550	101
INC002000000669	461	551	108
INC002000000670	462	552	136
INC002000000671	463	553	101
INC002000000672	464	554	103
INC002000000673	465	555	431
INC002000000674	466	556	118
INC002000000675	467	557	103
INC002000000676	468	558	101
INC002000000677	469	559	118
INC002000000678	470	560	103
INC002000000679	471	561	101
INC002000000680	472	562	101
INC002000000681	473	563	101
INC002000000683	474	564	136
INC002000000684	475	565	101
INC002000000685	476	566	108
INC002000000686	477	559	118
INC002000000687	478	568	103
INC002000000688	479	569	103
INC002000000689	480	570	108
INC002000000690	481	571	101
INC002000000691	482	572	281
INC002000000692	483	573	118
INC002000000693	484	574	101
INC002000000694	485	575	103
INC002000000695	486	576	118
INC002000000696	487	577	101
INC002000000697	488	578	108
INC002000000698	489	579	103
INC002000000699	490	580	103
INC002000000701	491	581	118
INC002000000702	492	582	101
INC002000000703	493	583	107
INC002000000704	494	584	136
INC002000000705	495	585	101
INC002000000706	496	586	118
INC002000000707	497	587	108
INC002000000708	498	588	101
INC002000000709	499	589	103
INC002000000710	500	590	101
INC002000000711	501	591	-1
INC002000000712	502	592	103
INC002000000713	503	593	107
INC002000000715	504	594	103
INC002000000716	505	595	103
INC002000000717	506	596	101
INC002000000718	507	597	101
INC002000000719	508	598	103
INC002000000720	509	599	103
INC002000000721	510	600	103
INC002000000723	511	599	212
INC002000000724	512	602	101
INC002000000725	513	603	103
INC002000000726	514	604	101
INC002000000727	515	605	103
INC002000000728	516	606	103
INC002000000729	517	607	103
INC002000000730	518	608	103
INC002000000731	519	609	101
INC002000000732	520	610	101
INC002000000733	521	611	118
INC002000000734	522	612	118
INC002000000735	523	613	103
INC002000000736	524	614	103
INC002000000737	525	615	103
INC002000000738	526	616	103
INC002000000739	527	617	108
INC002000000740	528	618	101
INC002000000741	529	259	118
INC002000000743	530	620	101
INC002000000744	531	621	103
INC002000000745	532	622	103
INC002000000747	533	623	108
INC002000000748	534	624	101
INC002000000749	535	625	108
INC002000000750	536	626	103
INC002000000751	537	627	103
INC002000000752	538	434	103
INC002000000754	539	629	101
INC002000000755	540	630	103
INC002000000756	541	631	108
INC002000000757	542	632	108
INC002000000758	543	633	-1
INC002000000759	544	634	136
INC002000000760	545	635	101
INC002000000761	546	636	103
INC002000000764	547	637	637
INC002000000765	548	638	107
INC002000000766	549	639	103
INC002000000767	550	640	101
INC002000000768	551	641	118
INC002000000769	552	642	103
INC002000000770	553	643	643
INC002000000772	554	644	103
INC002000000773	555	645	108
INC002000000774	556	646	108
INC002000000775	557	647	136
INC002000000776	558	648	136
INC002000000780	559	649	118
INC002000000781	560	650	103
INC002000000782	561	651	103
INC002000000783	562	652	103
INC002000000784	563	653	118
INC002000000785	564	654	101
INC002000000787	565	655	118
INC002000000788	566	656	103
INC002000000790	567	657	-1
INC002000000791	568	658	-1
INC002000000792	569	659	108
INC002000000793	570	660	101
INC002000000794	571	661	118
INC002000000795	572	662	103
INC002000000796	573	663	118
INC002000000797	574	664	101
INC002000000798	575	665	665
INC002000000799	576	666	431
INC002000000800	577	667	103
INC002000000801	578	668	103
INC002000000802	579	669	-1
INC002000000803	580	670	107
INC002000000804	581	671	-1
INC002000000805	582	672	101
INC002000000806	583	673	212
INC002000000808	584	674	103
INC002000000809	585	675	118
INC002000000810	586	676	-1
INC002000000811	587	677	212
INC002000000812	588	678	103
INC002000000813	589	679	118
INC002000000814	590	680	101
INC002000000815	591	681	103
INC002000000816	592	682	118
INC002000000817	593	683	103
INC002000000819	594	559	118
INC002000000821	595	685	101
INC002000000822	596	686	101
INC002000000823	597	687	103
INC002000000824	598	688	103
INC002000000826	599	689	103
INC002000000827	600	690	108
INC002000000828	601	691	101
INC002000000829	602	692	118
INC002000000830	603	693	101
INC002000000831	604	694	-1
INC002000000832	605	695	103
INC002000000833	606	696	118
INC002000000834	607	697	108
INC002000000835	608	698	103
INC002000000836	609	699	118
INC002000000837	610	700	101
INC002000000838	611	700	101
INC002000000839	612	702	103
INC002000000840	613	703	103
INC002000000841	614	704	118
INC002000000842	615	705	101
INC002000000843	616	706	101
INC002000000845	617	707	103
INC002000000846	618	708	118
INC002000000847	619	709	108
INC002000000848	620	710	103
INC002000000849	621	711	101
INC002000000851	622	712	212
INC002000000853	623	713	101
INC002000000854	624	714	101
INC002000000856	625	715	118
INC002000000857	626	716	101
INC002000000858	627	717	101
INC002000000859	628	718	108
INC002000000861	629	620	103
INC002000000862	630	720	103
INC002000000863	631	721	108
INC002000000864	632	722	101
INC002000000865	633	723	108
INC002000000866	634	724	101
INC002000000867	635	725	108
INC002000000868	636	726	103
INC002000000870	637	727	108
INC002000000871	638	728	108
INC002000000872	639	729	108
INC002000000873	640	730	431
INC002000000875	641	731	108
INC002000000876	642	732	101
INC002000000877	643	596	103
INC002000000878	644	734	108
INC002000000879	645	735	101
INC002000000880	646	736	431
INC002000000881	647	737	108
INC002000000882	648	738	101
INC002000000883	649	739	101
INC002000000884	650	740	212
INC002000000885	651	741	103
INC002000000886	652	742	103
INC002000000887	653	743	108
INC002000000888	654	744	101
INC002000000889	655	745	431
INC002000000890	656	746	118
INC002000000891	657	747	101
INC002000000892	658	748	108
INC002000000893	659	749	103
INC002000000894	660	750	101
INC002000000895	661	751	101
INC002000000896	662	752	101
INC002000000897	663	753	102
INC002000000898	664	754	108
INC002000000899	665	755	103
INC002000000900	666	756	101
INC002000000905	667	757	103
INC002000000906	668	758	101
INC002000000907	669	759	101
INC002000000908	670	760	103
INC002000000909	671	761	118
INC002000000910	672	762	101
INC002000000911	673	763	101
INC002000000912	674	670	101
INC002000000913	675	765	108
INC002000000914	676	766	431
INC002000000919	677	767	101
INC002000000920	678	768	101
INC002000000921	679	769	101
INC002000000922	680	770	103
INC002000000924	681	771	431
INC002000000925	682	772	103
INC002000000932	683	773	107
INC002000000938	684	774	101
INC002000000954	685	775	103
INC002000000955	686	776	108
INC002000000956	687	760	103
INC002000000957	688	760	103
INC002000000958	689	760	103
INC002000000959	689	760	103
INC002000000960	691	760	103
INC002000000961	692	760	103
INC002000000962	692	760	103
INC002000000963	694	784	103
INC002000000965	695	785	103
INC002000000966	696	786	108
INC002000001001	697	787	118
INC002000001002	698	788	118
INC002000001003	699	789	103
INC002000001004	700	790	103
INC002000001005	701	791	108
INC002000001006	702	714	103
INC002000001007	703	793	103
INC002000001008	704	794	103
INC002000001009	705	795	103
INC002000001010	706	796	103
INC002000001011	707	797	118
INC002000001012	708	798	103
INC002000001013	709	799	103
INC002000001014	710	800	136
INC002000001015	711	700	101
INC002000001016	712	802	103
INC002000001017	713	803	103
INC002000001018	714	804	103
INC002000001019	715	805	419
INC002000001020	716	806	108
INC002000001022	717	807	108
INC002000001023	718	808	-1
INC002000001024	719	809	103
INC002000001025	720	810	103
INC002000001026	721	811	102
INC002000001027	722	812	-1
INC002000001028	723	813	136
INC002000001029	724	814	101
INC002000001030	725	815	101
INC002000001031	726	816	103
INC002000001032	727	817	102
INC002000001033	728	818	108
INC002000001034	729	819	101
INC002000001035	730	820	101
INC002000001036	731	821	103
INC002000001037	732	822	281
INC002000001038	733	823	103
INC002000001039	734	596	103
INC002000001040	735	825	-1
INC002000001041	736	826	101
INC002000001042	737	827	101
INC002000001043	738	828	-1
INC002000001045	739	829	-1
INC002000001046	740	830	101
INC002000001047	741	831	108
INC002000001048	742	832	103
INC002000001049	743	833	108
INC002000001050	744	834	101
INC002000001051	745	835	108
INC002000001052	746	836	102
INC002000001053	747	837	101
INC002000001054	748	838	103
INC002000001055	749	839	101
INC002000001056	750	840	103
INC002000001057	751	841	101
INC002000001058	752	842	103
INC002000001059	753	843	101
INC002000001060	754	844	101
INC002000001062	755	845	-1
INC002000001063	756	846	108
INC002000001064	757	847	101
INC002000001065	758	848	103
INC002000001066	759	849	103
INC002000001067	760	850	101
INC002000001068	761	851	103
INC002000001070	762	851	103
INC002000001071	763	853	103
INC002000001072	764	854	103
INC002000001073	765	855	101
INC002000001074	766	856	108
INC002000001075	767	857	103
INC002000001076	768	858	103
INC002000001077	769	859	101
INC002000001078	770	860	103
INC002000001079	771	861	136
INC002000001080	772	862	431
INC002000001081	773	863	103
INC002000001082	774	864	101
INC002000001083	775	865	103
INC002000001084	776	866	101
INC002000001085	777	867	108
INC002000001088	778	868	101
INC002000001089	779	869	101
INC002000001092	780	870	103
INC002000001093	781	871	108
INC002000001094	782	872	103
INC002000001096	783	873	108
INC002000001097	784	874	101
INC002000001098	785	875	108
INC002000001099	786	876	108
INC002000001100	787	877	103
INC002000001101	788	878	101
INC002000001102	789	879	103
INC002000001103	790	880	101
INC002000001104	791	881	101
INC002000001105	792	882	118
INC002000001106	793	883	101
INC002000001107	794	884	103
INC002000001108	795	885	103
INC002000001109	796	112	103
INC002000001110	797	887	103
INC002000001111	798	883	212
INC002000001112	799	889	101
INC002000001113	800	890	118
INC002000001115	801	891	108
INC002000001116	802	892	118
INC002000001117	803	893	101
INC002000001118	804	894	101
INC002000001119	805	895	101
INC002000001120	806	896	118
INC002000001121	807	897	103
INC002000001123	808	898	101
INC002000001124	809	899	108
INC002000001125	810	900	108
INC002000001126	811	901	108
INC002000001127	812	902	118
INC002000001128	813	111	103
INC002000001129	814	904	118
INC002000001130	815	905	101
INC002000001131	816	906	101
INC002000001132	817	907	108
INC002000001133	818	908	101
INC002000001134	819	909	108
INC002000001135	820	910	101
INC002000001136	821	911	103
INC002000001137	822	912	101
INC002000001138	823	913	101
INC002000001139	824	914	101
INC002000001140	825	915	118
INC002000001141	826	916	108
INC002000001142	827	917	101
INC002000001143	828	918	103
INC002000001144	829	919	101
INC002000001145	830	920	-1
INC002000001146	831	921	103
INC002000001147	832	922	103
INC002000001148	833	923	101
INC002000001149	834	924	103
INC002000001150	835	925	101
INC002000001151	836	926	103
INC002000001152	837	927	102
INC002000001153	838	928	-1
INC002000001154	839	113	103
INC002000001155	840	113	103
INC002000001158	841	931	101
INC002000001159	842	932	108
INC002000001160	843	931	101
INC002000001161	844	617	118
INC002000001162	845	317	101
INC002000001163	846	534	101
INC002000001164	847	533	101
INC002000001165	848	410	101
INC002000001166	849	939	101
INC002000001167	850	940	108
INC002000001170	851	931	101
INC002000001171	852	931	101
INC002000001172	853	943	319
INC002000001174	854	944	118
INC002000001175	855	945	108
INC002000001176	856	946	118
INC002000001177	857	947	118
INC002000001178	858	948	107
INC002000001179	859	949	101
INC002000001180	860	950	118
INC002000001181	861	951	103
INC002000001182	862	952	101
INC002000001183	863	953	118
INC002000001184	864	954	107
INC002000001185	865	955	108
INC002000001186	866	956	103
INC002000001187	867	957	136
INC002000001188	868	958	103
INC002000001189	869	959	101
INC002000001191	870	960	103
INC002000001192	871	961	108
INC002000001193	872	962	103
INC002000001194	873	963	101
INC002000001195	874	964	103
INC002000001196	875	965	101
INC002000001197	876	966	101
INC002000001198	877	967	102
INC002000001199	878	968	101
INC002000001200	879	969	103
INC002000001201	880	970	-1
INC002000001202	881	971	103
INC002000001203	882	972	108
INC002000001204	883	973	108
INC002000001205	884	974	108
INC002000001206	885	975	103
INC002000001207	886	976	101
INC002000001209	887	977	118
INC002000001211	888	978	101
INC002000001212	889	979	118
INC002000001213	890	980	108
INC002000001214	891	981	136
INC002000001215	892	982	136
INC002000001216	893	983	118
INC002000001217	894	984	101
INC002000001218	895	985	101
INC002000001219	896	986	103
INC002000001220	897	987	-1
INC002000001221	898	988	118
INC002000001222	899	989	136
INC002000001223	900	990	101
INC002000001224	901	718	118
INC002000001225	902	992	101
INC002000001226	903	993	108
INC002000001227	904	994	108
INC002000001228	905	995	103
INC002000001229	906	996	103
INC002000001230	907	997	103
INC002000001231	908	998	108
INC002000001232	909	999	108
INC002000001233	910	1000	108
INC002000001234	911	1001	103
INC002000001235	912	1002	108
INC002000001236	913	1003	108
INC002000001237	914	1004	107
INC002000001238	915	1005	103
INC002000001239	916	714	101
INC002000001240	917	1007	1007
INC002000001242	918	1008	103
INC002000001243	919	1009	103
INC002000001244	920	1010	103
INC002000001245	921	1011	103
INC002000001246	922	1012	101
INC002000001247	923	1013	103
INC002000001248	924	1014	103
INC002000001249	925	1015	103
INC002000001250	926	1016	103
INC002000001251	927	1017	101
INC002000001252	928	1018	103
INC002000001253	929	1019	103
INC002000001254	930	1020	-1
INC002000001255	931	1021	103
INC002000001257	932	1022	431
INC002000001258	933	1023	-1
INC002000001259	934	1024	118
INC002000001260	935	1025	118
INC002000001261	936	1026	102
INC002000001262	937	1027	-1
INC002000001263	938	1028	101
INC002000001264	939	1029	103
INC002000001265	940	1030	103
INC002000001266	941	1031	103
INC002000001271	942	1032	108
INC002000001273	943	1033	101
INC002000001274	944	760	103
INC002000001276	945	1035	101
INC002000001277	946	1036	101
INC002000001278	947	1030	103
INC002000001279	948	1038	101
INC002000001280	949	1039	103
INC002000001281	950	1040	103
INC002000001282	951	1041	103
INC002000001283	952	1042	101
INC002000001284	953	1043	101
INC002000001285	954	1044	101
INC002000001286	955	1045	101
INC002000001287	956	1046	118
INC002000001288	957	1047	103
INC002000001289	958	1048	103
INC002000001290	959	1049	103
INC002000001291	960	1050	103
INC002000001292	961	1051	118
INC002000001293	962	1052	103
INC002000001294	963	1053	101
INC002000001295	964	1054	103
INC002000001302	965	1055	101
INC002000001303	966	1056	108
INC002000001304	967	1057	136
INC002000001305	968	977	118
INC002000001306	969	1059	108
INC002000001307	970	1060	108
INC002000001308	971	1061	101
INC002000001309	972	1062	108
INC002000001310	973	1063	-1
INC002000001311	974	1064	108
INC002000001312	975	1065	103
INC002000001313	976	1066	101
INC002000001314	977	1067	108
INC002000001315	978	1068	103
INC002000001316	979	1069	103
INC002000001317	980	1070	101
INC002000001318	981	1071	101
INC002000001319	982	1072	101
INC002000001320	983	1073	101
INC002000001321	984	1074	108
INC002000001322	985	1075	103
INC002000001325	986	931	101
INC002000001326	987	931	101
INC002000001327	988	113	103
INC002000001328	989	113	103
INC002000001330	990	1080	103
INC002000001331	991	1081	103
INC002000001332	992	1082	103
INC002000001333	993	1083	212
INC002000001334	994	1083	212
INC002000001335	995	1083	101
INC002000001336	996	1030	103
INC002000001337	997	1030	101
INC002000001338	998	1030	101
INC002000001339	999	1089	108
INC002000001340	1000	1090	103
INC002000001341	1001	1091	101
INC002000001343	1002	388	101
INC002000001344	1003	931	101
INC002000001345	1004	113	103
INC002000001346	1005	1095	103
INC002000001347	1006	1096	108
INC002000001348	1007	1097	108
INC002000001349	1008	1098	101
INC002000001351	1009	1099	118
INC002000001352	1010	1100	103
INC002000001354	1011	1101	101
INC002000001356	1012	1102	118
INC002000001357	1013	1103	101
INC002000001359	1014	1104	419
INC002000001360	1015	1105	103
INC002000001361	1016	1106	103
INC002000001362	1017	1107	101
INC002000001364	1018	1108	103
INC002000001365	1019	1109	108
INC002000001366	1020	1110	108
INC002000001367	1021	1111	108
INC002000001368	1022	1112	103
INC002000001369	1023	1113	103
INC002000001370	1024	1114	103
INC002000001371	1025	1115	118
INC002000001372	1026	1116	-1
INC002000001375	1027	1117	101
INC002000001376	1028	1118	103
INC002000001377	1029	1119	1119
INC002000001378	1030	441	118
INC002000001379	1031	1121	101
INC002000001380	1032	621	108
INC002000001381	1033	1123	118
INC002000001382	1034	1124	101
INC002000001383	1035	1125	103
INC002000001384	1036	1126	103
INC002000001385	1037	1127	103
INC002000001386	1038	1128	103
INC002000001387	1039	1129	103
INC002000001388	1040	1130	103
INC002000001389	1041	1131	101
INC002000001391	1042	1132	136
INC002000001392	1043	1133	108
INC002000001393	1044	1134	108
INC002000001394	1045	1135	103
INC002000001395	1046	1136	136
INC002000001396	1047	1137	108
INC002000001397	1048	1030	103
INC002000001398	1049	1139	-1
INC002000001399	1050	1140	-1
INC002000001400	1051	1141	-1
INC002000001401	1052	113	103
INC002000001402	1053	1143	101
INC002000001403	1054	113	103
INC002000001404	1055	931	101
INC002000001405	1056	931	101
INC002000001406	1057	1147	101
INC002000001407	1058	1148	136
INC002000001408	1059	1149	101
INC002000001409	1060	1030	103
INC002000001410	1061	1151	107
INC002000001411	1062	1152	101
INC002000001412	1063	1153	118
