id_duracion	duracion	fecha_creacion
115	8.0	17/01/2020 10:15
116	12.0	17/01/2020 10:19
117	6.0	17/01/2020 10:20
118	13.0	15/01/2020 15:59
119	8.0	16/01/2020 18:43
120	97.0	16/01/2020 18:44
121	8.0	17/01/2020 9:06
122	0.0	17/01/2020 9:31
123	8.0	17/01/2020 11:44
124	8.0	17/01/2020 11:47
125	13.0	17/01/2020 12:59
126	12.0	17/01/2020 13:17
127	20.0	17/01/2020 13:19
128	3.0	17/01/2020 13:27
129	41.0	17/01/2020 13:27
130	14.0	17/01/2020 13:28
131	21.0	17/01/2020 14:05
132	3.0	17/01/2020 14:16
133	8.0	21/01/2020 10:36
134	8.0	21/01/2020 10:38
135	8.0	21/01/2020 10:42
136	1.0	21/01/2020 11:48
137	8.0	21/01/2020 11:55
138	9.0	21/01/2020 11:59
139	9.0	21/01/2020 12:06
140	12.0	21/01/2020 12:08
141	8.0	21/01/2020 12:10
142	32.0	21/01/2020 12:12
143	8.0	21/01/2020 12:17
144	8.0	21/01/2020 12:20
145	8.0	21/01/2020 12:22
146	9.0	21/01/2020 12:45
147	9.0	21/01/2020 12:47
148	9.0	21/01/2020 12:48
149	29.0	21/01/2020 13:21
150	0.0	21/01/2020 13:25
151	15.0	16/01/2020 11:42
152	8.0	16/01/2020 11:42
153	8.0	16/01/2020 11:46
154	19.0	16/01/2020 12:14
155	0.0	16/01/2020 12:19
156	20.0	16/01/2020 12:23
157	16.0	16/01/2020 12:28
158	9.0	16/01/2020 12:33
159	26.0	16/01/2020 12:44
160	14.0	16/01/2020 12:45
161	8.0	16/01/2020 12:46
162	98.0	16/01/2020 12:58
163	13.0	16/01/2020 13:00
164	12.0	16/01/2020 13:01
165	8.0	16/01/2020 13:02
166	8.0	16/01/2020 13:08
167	22.0	16/01/2020 13:13
168	8.0	16/01/2020 13:16
169	8.0	16/01/2020 13:19
170	10.0	16/01/2020 13:22
171	9.0	16/01/2020 13:36
172	43.0	16/01/2020 13:45
173	14.0	16/01/2020 14:01
174	22.0	16/01/2020 14:06
175	22.0	16/01/2020 14:39
176	29.0	16/01/2020 15:17
177	0.0	16/01/2020 15:22
178	7.0	16/01/2020 15:29
179	29.0	16/01/2020 15:48
180	7.0	16/01/2020 16:22
181	7.0	16/01/2020 16:23
182	81.0	16/01/2020 16:33
183	27.0	16/01/2020 16:36
184	14.0	16/01/2020 17:03
185	8.0	16/01/2020 17:03
186	13.0	16/01/2020 17:36
187	14.0	16/01/2020 17:55
188	33.0	16/01/2020 20:20
189	25.0	17/01/2020 8:20
190	8.0	17/01/2020 10:04
191	0.0	17/01/2020 11:05
192	41.0	17/01/2020 11:09
193	0.0	17/01/2020 11:11
194	18.0	17/01/2020 11:28
195	8.0	17/01/2020 11:34
196	28.0	17/01/2020 11:39
197	0.0	17/01/2020 11:42
198	0.0	17/01/2020 11:55
199	8.0	17/01/2020 12:01
200	8.0	17/01/2020 12:31
201	39.0	17/01/2020 12:32
202	33.0	17/01/2020 12:33
203	28.0	17/01/2020 12:33
204	0.0	17/01/2020 12:34
205	25.0	17/01/2020 12:36
206	39.0	17/01/2020 12:36
207	25.0	17/01/2020 12:38
208	27.0	17/01/2020 12:38
209	11.0	17/01/2020 13:06
210	11.0	17/01/2020 13:10
211	11.0	17/01/2020 13:13
212	11.0	17/01/2020 13:28
213	11.0	17/01/2020 13:31
214	11.0	17/01/2020 13:33
215	63.0	17/01/2020 14:05
216	13.0	17/01/2020 14:11
217	25.0	17/01/2020 14:14
218	8.0	17/01/2020 14:35
219	15.0	17/01/2020 14:55
220	24.0	17/01/2020 15:07
221	11.0	17/01/2020 15:34
222	10.0	17/01/2020 15:36
223	10.0	17/01/2020 15:43
224	10.0	17/01/2020 15:50
225	12.0	17/01/2020 16:26
226	11.0	17/01/2020 16:31
227	10.0	17/01/2020 16:40
228	26.0	17/01/2020 16:43
229	3.0	17/01/2020 16:44
230	10.0	17/01/2020 21:52
231	8.0	19/01/2020 6:04
232	18.0	19/01/2020 6:09
233	8.0	19/01/2020 9:05
234	8.0	19/01/2020 9:14
235	13.0	19/01/2020 10:43
236	8.0	17/01/2020 10:27
237	0.0	17/01/2020 10:39
238	8.0	17/01/2020 10:44
239	10.0	17/01/2020 11:06
240	11.0	17/01/2020 11:15
241	97.0	17/01/2020 11:23
242	14.0	17/01/2020 11:32
243	29.0	17/01/2020 11:27
244	8.0	17/01/2020 11:41
245	8.0	17/01/2020 12:02
246	42.0	17/01/2020 12:22
247	5.0	17/01/2020 12:17
248	25.0	17/01/2020 12:39
249	14.0	17/01/2020 12:39
250	43.0	17/01/2020 12:40
251	19.0	17/01/2020 12:40
252	12.0	17/01/2020 12:41
253	13.0	17/01/2020 12:45
254	19.0	17/01/2020 12:50
255	28.0	17/01/2020 13:08
256	11.0	17/01/2020 13:10
257	4.0	17/01/2020 13:12
258	9.0	17/01/2020 13:13
259	11.0	17/01/2020 13:18
260	21.0	17/01/2020 13:36
261	19.0	17/01/2020 13:38
262	13.0	17/01/2020 13:38
263	11.0	17/01/2020 13:47
264	11.0	17/01/2020 13:50
265	8.0	17/01/2020 13:51
266	8.0	17/01/2020 13:57
267	8.0	17/01/2020 14:02
268	14.0	17/01/2020 14:06
269	13.0	17/01/2020 14:27
270	11.0	17/01/2020 14:44
271	11.0	17/01/2020 14:45
272	8.0	17/01/2020 14:46
273	11.0	17/01/2020 14:47
274	11.0	17/01/2020 14:49
275	1.0	17/01/2020 14:58
276	19.0	17/01/2020 15:03
277	18.0	17/01/2020 15:07
278	0.0	17/01/2020 15:42
279	12.0	17/01/2020 16:42
280	12.0	17/01/2020 19:00
281	28.0	17/01/2020 20:29
282	11.0	17/01/2020 21:02
283	10.0	17/01/2020 21:52
284	17.0	17/01/2020 22:47
285	8.0	18/01/2020 8:15
286	0.0	18/01/2020 11:42
287	10.0	18/01/2020 11:44
288	8.0	18/01/2020 19:19
289	15.0	20/01/2020 3:30
290	22.0	20/01/2020 7:49
291	9.0	20/01/2020 7:52
292	9.0	20/01/2020 8:46
293	17.0	20/01/2020 8:53
294	8.0	20/01/2020 8:54
295	11.0	20/01/2020 8:56
296	8.0	20/01/2020 8:59
297	11.0	20/01/2020 9:00
298	8.0	20/01/2020 9:06
299	0.0	20/01/2020 9:08
300	8.0	20/01/2020 9:55
301	11.0	20/01/2020 10:17
302	12.0	20/01/2020 10:21
303	11.0	20/01/2020 10:36
304	10.0	20/01/2020 10:46
305	9.0	20/01/2020 10:48
306	38.0	20/01/2020 10:53
307	12.0	20/01/2020 11:01
308	15.0	20/01/2020 11:04
309	32.0	20/01/2020 11:10
310	8.0	20/01/2020 11:25
311	8.0	20/01/2020 11:34
312	18.0	20/01/2020 11:34
313	10.0	20/01/2020 11:43
314	9.0	20/01/2020 11:45
315	15.0	20/01/2020 11:49
316	8.0	20/01/2020 11:50
317	12.0	20/01/2020 12:08
318	9.0	20/01/2020 12:08
319	8.0	20/01/2020 12:10
320	10.0	20/01/2020 12:23
321	11.0	19/01/2020 14:47
322	11.0	20/01/2020 1:59
323	8.0	20/01/2020 9:09
324	8.0	20/01/2020 9:15
325	8.0	20/01/2020 9:17
326	10.0	20/01/2020 9:19
327	38.0	20/01/2020 9:38
328	11.0	20/01/2020 9:42
329	10.0	20/01/2020 9:48
330	9.0	20/01/2020 9:49
331	8.0	20/01/2020 9:50
332	8.0	20/01/2020 9:55
333	8.0	20/01/2020 9:58
334	8.0	20/01/2020 9:58
335	12.0	20/01/2020 10:12
336	8.0	20/01/2020 10:13
337	25.0	20/01/2020 10:20
338	7.0	20/01/2020 10:22
339	17.0	20/01/2020 11:04
340	11.0	20/01/2020 11:07
341	85.0	20/01/2020 11:10
342	8.0	20/01/2020 11:27
343	9.0	20/01/2020 11:32
344	8.0	20/01/2020 11:44
345	9.0	20/01/2020 11:55
346	8.0	20/01/2020 11:59
347	17.0	20/01/2020 12:36
348	8.0	20/01/2020 12:37
349	12.0	20/01/2020 12:51
350	10.0	20/01/2020 12:52
351	8.0	20/01/2020 13:23
352	8.0	20/01/2020 13:49
353	12.0	20/01/2020 14:05
354	12.0	20/01/2020 14:16
355	15.0	20/01/2020 14:26
356	11.0	20/01/2020 15:02
357	11.0	20/01/2020 15:17
358	7.0	20/01/2020 15:17
359	8.0	20/01/2020 15:37
360	8.0	20/01/2020 15:44
361	11.0	20/01/2020 15:51
362	8.0	20/01/2020 16:03
363	11.0	20/01/2020 16:07
364	22.0	20/01/2020 16:08
365	9.0	20/01/2020 16:14
366	0.0	20/01/2020 16:32
367	17.0	20/01/2020 16:34
368	7.0	20/01/2020 16:39
369	8.0	20/01/2020 16:42
370	7.0	20/01/2020 16:43
371	10.0	20/01/2020 16:45
372	8.0	20/01/2020 16:57
373	11.0	20/01/2020 17:04
374	8.0	20/01/2020 17:09
375	8.0	20/01/2020 17:15
376	9.0	20/01/2020 17:17
377	16.0	20/01/2020 17:18
378	7.0	20/01/2020 17:25
379	7.0	20/01/2020 17:31
380	9.0	20/01/2020 17:33
381	14.0	20/01/2020 17:35
382	8.0	20/01/2020 17:40
383	14.0	20/01/2020 17:47
384	14.0	20/01/2020 17:52
385	8.0	20/01/2020 17:58
386	15.0	20/01/2020 20:02
387	8.0	21/01/2020 7:30
388	8.0	21/01/2020 7:48
389	14.0	21/01/2020 8:21
390	9.0	21/01/2020 8:27
391	8.0	21/01/2020 8:47
392	8.0	21/01/2020 8:51
393	11.0	21/01/2020 8:53
394	16.0	21/01/2020 9:44
395	14.0	21/01/2020 9:45
396	16.0	21/01/2020 9:45
397	10.0	21/01/2020 9:51
398	38.0	21/01/2020 10:09
399	11.0	21/01/2020 10:16
400	21.0	21/01/2020 10:19
401	10.0	21/01/2020 10:23
402	8.0	21/01/2020 10:26
403	10.0	21/01/2020 10:27
404	14.0	21/01/2020 10:28
405	9.0	21/01/2020 10:28
406	11.0	21/01/2020 10:48
407	15.0	21/01/2020 10:49
408	17.0	21/01/2020 10:49
409	9.0	20/01/2020 12:44
410	12.0	20/01/2020 13:01
411	23.0	20/01/2020 13:14
412	7.0	20/01/2020 13:19
413	9.0	20/01/2020 13:20
414	8.0	20/01/2020 13:23
415	9.0	20/01/2020 13:49
416	8.0	20/01/2020 14:08
417	1.0	20/01/2020 14:54
418	12.0	20/01/2020 14:56
419	11.0	20/01/2020 15:13
420	8.0	20/01/2020 15:20
421	11.0	20/01/2020 15:42
422	8.0	20/01/2020 16:23
423	9.0	20/01/2020 16:25
424	8.0	20/01/2020 16:32
425	11.0	20/01/2020 16:46
426	11.0	20/01/2020 16:50
427	7.0	20/01/2020 17:18
428	7.0	20/01/2020 17:58
429	7.0	20/01/2020 17:59
430	37.0	20/01/2020 18:01
431	8.0	20/01/2020 18:08
432	9.0	20/01/2020 18:11
433	0.0	20/01/2020 18:11
434	9.0	20/01/2020 18:29
435	8.0	20/01/2020 18:32
436	8.0	20/01/2020 18:35
437	14.0	20/01/2020 19:01
438	8.0	20/01/2020 19:02
439	8.0	20/01/2020 19:08
440	15.0	20/01/2020 20:10
441	8.0	20/01/2020 20:36
442	8.0	20/01/2020 20:45
443	9.0	20/01/2020 21:46
444	9.0	20/01/2020 21:50
445	8.0	20/01/2020 22:09
446	11.0	20/01/2020 22:15
447	226.0	20/01/2020 22:29
448	8.0	20/01/2020 23:34
449	16.0	20/01/2020 23:38
450	17.0	21/01/2020 1:01
451	100.0	21/01/2020 1:31
452	10.0	21/01/2020 7:31
453	9.0	21/01/2020 8:12
454	8.0	21/01/2020 8:11
455	9.0	21/01/2020 8:15
456	8.0	21/01/2020 8:34
457	16.0	21/01/2020 8:47
458	14.0	21/01/2020 9:50
459	21.0	21/01/2020 9:51
460	15.0	21/01/2020 9:58
461	8.0	21/01/2020 10:06
462	24.0	21/01/2020 10:06
463	8.0	21/01/2020 10:09
464	10.0	21/01/2020 10:13
465	59.0	21/01/2020 10:16
466	9.0	21/01/2020 10:17
467	21.0	21/01/2020 10:28
468	8.0	21/01/2020 10:29
469	8.0	21/01/2020 10:30
470	8.0	21/01/2020 10:32
471	0.0	21/01/2020 10:34
472	9.0	21/01/2020 10:35
473	10.0	21/01/2020 10:44
474	64.0	21/01/2020 10:53
475	9.0	21/01/2020 10:59
476	8.0	21/01/2020 10:58
477	8.0	21/01/2020 10:58
478	8.0	21/01/2020 10:59
479	10.0	21/01/2020 11:05
480	14.0	21/01/2020 11:15
481	8.0	21/01/2020 11:22
482	0.0	21/01/2020 11:22
483	8.0	21/01/2020 11:25
484	10.0	21/01/2020 11:39
485	93.0	21/01/2020 11:41
486	14.0	21/01/2020 11:58
487	10.0	21/01/2020 12:02
488	25.0	21/01/2020 12:32
489	9.0	21/01/2020 12:36
490	14.0	21/01/2020 12:40
491	8.0	21/01/2020 11:00
492	7.0	21/01/2020 11:07
493	0.0	21/01/2020 11:11
494	25.0	21/01/2020 11:13
495	14.0	21/01/2020 11:16
496	14.0	21/01/2020 11:26
497	15.0	21/01/2020 11:33
498	8.0	21/01/2020 11:41
499	8.0	21/01/2020 11:52
500	14.0	21/01/2020 11:53
501	15.0	21/01/2020 11:53
502	8.0	21/01/2020 11:56
503	0.0	21/01/2020 12:05
504	16.0	21/01/2020 12:13
505	8.0	21/01/2020 12:29
506	8.0	21/01/2020 12:38
507	8.0	21/01/2020 12:38
508	11.0	21/01/2020 12:39
509	31.0	21/01/2020 12:41
510	18.0	21/01/2020 12:42
511	0.0	21/01/2020 12:46
512	15.0	21/01/2020 12:51
513	10.0	21/01/2020 12:51
514	8.0	21/01/2020 12:53
515	56.0	21/01/2020 12:53
516	0.0	21/01/2020 12:58
517	11.0	21/01/2020 12:58
518	8.0	21/01/2020 13:27
519	8.0	21/01/2020 13:35
520	8.0	21/01/2020 13:38
521	11.0	21/01/2020 13:58
522	9.0	21/01/2020 13:58
523	9.0	21/01/2020 13:59
524	8.0	21/01/2020 14:28
525	9.0	21/01/2020 14:34
526	11.0	21/01/2020 14:38
527	9.0	21/01/2020 14:51
528	8.0	21/01/2020 15:07
529	8.0	21/01/2020 15:18
530	7.0	21/01/2020 15:45
531	58.0	21/01/2020 15:47
532	55.0	21/01/2020 15:51
533	55.0	21/01/2020 16:06
534	20.0	21/01/2020 16:18
535	13.0	21/01/2020 16:33
536	2.0	21/01/2020 16:35
537	9.0	21/01/2020 16:36
538	13.0	21/01/2020 16:41
539	20.0	21/01/2020 16:47
540	14.0	21/01/2020 16:47
541	8.0	21/01/2020 16:49
542	8.0	21/01/2020 16:53
543	1.0	21/01/2020 16:56
544	7.0	21/01/2020 16:59
545	14.0	21/01/2020 17:04
546	13.0	21/01/2020 17:09
547	9.0	21/01/2020 17:16
548	1.0	21/01/2020 17:18
549	8.0	21/01/2020 17:20
550	8.0	21/01/2020 17:23
551	8.0	21/01/2020 17:27
552	10.0	21/01/2020 17:31
553	15.0	21/01/2020 18:06
554	7.0	21/01/2020 18:34
555	15.0	21/01/2020 18:35
556	14.0	21/01/2020 18:37
557	16.0	21/01/2020 18:51
558	10.0	21/01/2020 19:30
559	8.0	22/01/2020 8:30
560	37.0	22/01/2020 8:35
561	8.0	22/01/2020 8:38
562	14.0	22/01/2020 8:39
563	8.0	22/01/2020 8:59
564	8.0	22/01/2020 9:00
565	10.0	22/01/2020 9:29
566	8.0	22/01/2020 9:32
567	13.0	22/01/2020 9:56
568	13.0	22/01/2020 9:58
569	14.0	22/01/2020 9:59
570	8.0	22/01/2020 10:09
571	8.0	22/01/2020 10:09
572	9.0	22/01/2020 10:13
573	8.0	22/01/2020 10:24
574	9.0	22/01/2020 10:29
575	20.0	22/01/2020 10:33
576	112.0	22/01/2020 10:37
577	8.0	22/01/2020 10:40
578	14.0	21/01/2020 12:54
579	17.0	21/01/2020 13:11
580	2.0	21/01/2020 13:16
581	8.0	21/01/2020 13:20
582	9.0	21/01/2020 13:29
583	3.0	21/01/2020 13:35
584	21.0	21/01/2020 13:48
585	9.0	21/01/2020 14:03
586	8.0	21/01/2020 14:14
587	3.0	21/01/2020 14:21
588	9.0	21/01/2020 14:41
589	1.0	21/01/2020 14:59
590	8.0	21/01/2020 15:36
591	94.0	21/01/2020 15:46
592	8.0	21/01/2020 15:48
593	15.0	21/01/2020 15:57
594	8.0	21/01/2020 16:07
595	8.0	21/01/2020 16:16
596	13.0	21/01/2020 16:37
597	37.0	21/01/2020 16:48
598	15.0	21/01/2020 17:10
599	16.0	21/01/2020 20:07
600	9.0	21/01/2020 20:32
601	8.0	21/01/2020 20:51
602	8.0	22/01/2020 10:08
603	8.0	22/01/2020 10:42
604	14.0	22/01/2020 11:07
605	8.0	22/01/2020 11:15
606	13.0	22/01/2020 11:16
607	14.0	22/01/2020 11:24
608	8.0	22/01/2020 11:25
609	0.0	22/01/2020 11:33
610	8.0	22/01/2020 11:34
611	8.0	22/01/2020 11:34
612	10.0	22/01/2020 11:43
613	9.0	22/01/2020 11:45
614	11.0	22/01/2020 11:46
615	9.0	22/01/2020 11:55
616	8.0	22/01/2020 12:05
617	55.0	22/01/2020 12:36
618	8.0	22/01/2020 12:43
619	14.0	22/01/2020 12:48
620	20.0	22/01/2020 12:52
621	8.0	22/01/2020 12:55
622	0.0	22/01/2020 13:39
623	28.0	22/01/2020 13:45
624	8.0	22/01/2020 13:47
625	28.0	22/01/2020 14:12
626	8.0	22/01/2020 14:25
627	15.0	22/01/2020 15:04
628	7.0	22/01/2020 15:21
629	13.0	22/01/2020 15:54
630	12.0	22/01/2020 16:13
631	8.0	22/01/2020 16:14
632	22.0	22/01/2020 16:48
633	9.0	22/01/2020 16:56
634	8.0	22/01/2020 17:04
635	8.0	22/01/2020 17:21
636	29.0	22/01/2020 17:34
637	15.0	22/01/2020 18:18
638	12.0	22/01/2020 18:56
639	8.0	22/01/2020 19:13
640	0.0	22/01/2020 19:30
641	8.0	23/01/2020 9:03
642	8.0	23/01/2020 9:47
643	8.0	23/01/2020 9:59
644	35.0	23/01/2020 10:07
645	12.0	23/01/2020 10:08
646	0.0	23/01/2020 10:40
647	92.0	23/01/2020 10:55
648	8.0	23/01/2020 10:56
649	8.0	23/01/2020 10:57
650	0.0	23/01/2020 11:04
651	14.0	23/01/2020 11:09
652	19.0	23/01/2020 11:12
653	9.0	23/01/2020 11:24
654	9.0	23/01/2020 11:24
655	0.0	23/01/2020 11:40
656	12.0	23/01/2020 11:43
657	12.0	23/01/2020 11:44
658	9.0	23/01/2020 11:57
659	9.0	23/01/2020 11:57
660	15.0	23/01/2020 12:15
661	15.0	23/01/2020 12:20
662	8.0	23/01/2020 12:22
663	8.0	23/01/2020 12:40
664	12.0	23/01/2020 12:44
665	75.0	23/01/2020 12:46
666	8.0	23/01/2020 12:53
667	10.0	21/01/2020 13:41
668	9.0	21/01/2020 13:45
669	10.0	21/01/2020 14:27
670	15.0	21/01/2020 14:31
671	8.0	21/01/2020 14:49
672	9.0	21/01/2020 14:50
673	11.0	21/01/2020 14:51
674	11.0	21/01/2020 14:53
675	10.0	21/01/2020 15:02
676	1.0	21/01/2020 17:42
677	9.0	22/01/2020 18:16
678	8.0	22/01/2020 18:18
679	8.0	22/01/2020 18:19
680	19.0	22/01/2020 18:22
681	91.0	22/01/2020 18:25
682	44.0	22/01/2020 18:27
683	1.0	22/01/2020 18:34
684	9.0	22/01/2020 18:42
685	13.0	23/01/2020 15:59
686	8.0	23/01/2020 16:00
687	11.0	24/01/2020 15:25
688	11.0	24/01/2020 15:27
689	11.0	24/01/2020 15:28
690	11.0	24/01/2020 15:28
691	11.0	24/01/2020 15:29
692	11.0	24/01/2020 15:30
693	11.0	24/01/2020 15:30
694	12.0	24/01/2020 15:36
695	89.0	24/01/2020 15:39
696	7.0	24/01/2020 15:40
697	8.0	22/01/2020 10:43
698	10.0	22/01/2020 10:51
699	20.0	22/01/2020 10:53
700	9.0	22/01/2020 10:54
701	9.0	22/01/2020 10:58
702	8.0	22/01/2020 11:01
703	15.0	22/01/2020 11:02
704	13.0	22/01/2020 11:03
705	14.0	22/01/2020 11:05
706	8.0	22/01/2020 11:06
707	10.0	22/01/2020 11:07
708	14.0	22/01/2020 11:21
709	31.0	22/01/2020 11:23
710	119.0	22/01/2020 11:27
711	8.0	22/01/2020 11:32
712	9.0	22/01/2020 11:32
713	8.0	22/01/2020 11:50
714	9.0	22/01/2020 11:54
715	29.0	22/01/2020 11:58
716	1.0	22/01/2020 12:02
717	10.0	22/01/2020 12:12
718	20.0	22/01/2020 12:19
719	36.0	22/01/2020 12:20
720	21.0	22/01/2020 12:20
721	14.0	22/01/2020 12:22
722	9.0	22/01/2020 12:24
723	55.0	22/01/2020 12:27
724	24.0	22/01/2020 12:35
725	24.0	22/01/2020 12:40
726	28.0	22/01/2020 12:40
727	14.0	22/01/2020 12:45
728	13.0	22/01/2020 12:46
729	9.0	22/01/2020 12:49
730	8.0	22/01/2020 12:49
731	8.0	22/01/2020 12:53
732	5.0	22/01/2020 13:00
733	14.0	22/01/2020 13:07
734	8.0	22/01/2020 13:07
735	9.0	22/01/2020 13:17
736	16.0	22/01/2020 13:18
737	9.0	22/01/2020 13:20
738	9.0	22/01/2020 13:23
739	8.0	22/01/2020 13:34
740	8.0	22/01/2020 13:36
741	16.0	22/01/2020 13:38
742	8.0	22/01/2020 13:40
743	15.0	22/01/2020 13:50
744	14.0	22/01/2020 13:56
745	31.0	22/01/2020 14:02
746	8.0	22/01/2020 14:18
747	8.0	22/01/2020 14:38
748	92.0	22/01/2020 14:42
749	15.0	22/01/2020 14:45
750	92.0	22/01/2020 14:49
751	8.0	22/01/2020 14:48
752	9.0	22/01/2020 14:52
753	9.0	22/01/2020 14:53
754	8.0	22/01/2020 14:53
755	7.0	22/01/2020 15:01
756	8.0	22/01/2020 15:07
757	7.0	22/01/2020 15:15
758	8.0	22/01/2020 15:17
759	8.0	22/01/2020 15:46
760	8.0	22/01/2020 15:49
761	19.0	22/01/2020 15:49
762	20.0	22/01/2020 15:52
763	14.0	22/01/2020 16:03
764	14.0	22/01/2020 16:06
765	23.0	22/01/2020 16:07
766	8.0	22/01/2020 16:10
767	8.0	22/01/2020 16:11
768	7.0	22/01/2020 16:20
769	7.0	22/01/2020 16:21
770	40.0	22/01/2020 16:25
771	145.0	22/01/2020 16:26
772	98.0	22/01/2020 16:43
773	9.0	22/01/2020 16:51
774	8.0	22/01/2020 16:52
775	8.0	22/01/2020 16:58
776	13.0	22/01/2020 16:58
777	12.0	22/01/2020 16:59
778	9.0	22/01/2020 17:38
779	8.0	22/01/2020 17:45
780	10.0	22/01/2020 18:38
781	8.0	22/01/2020 18:46
782	12.0	22/01/2020 18:49
783	12.0	22/01/2020 19:21
784	6.0	22/01/2020 21:06
785	93.0	22/01/2020 21:22
786	8.0	22/01/2020 21:48
787	9.0	22/01/2020 22:02
788	30.0	23/01/2020 7:25
789	21.0	23/01/2020 7:29
790	13.0	23/01/2020 8:06
791	8.0	23/01/2020 8:30
792	14.0	23/01/2020 8:44
793	15.0	23/01/2020 8:51
794	8.0	23/01/2020 8:51
795	14.0	23/01/2020 8:54
796	12.0	23/01/2020 8:57
797	9.0	23/01/2020 8:57
798	0.0	23/01/2020 9:13
799	19.0	23/01/2020 9:15
800	23.0	23/01/2020 9:29
801	19.0	23/01/2020 10:09
802	8.0	23/01/2020 9:53
803	8.0	23/01/2020 9:55
804	8.0	23/01/2020 9:58
805	8.0	23/01/2020 10:02
806	8.0	23/01/2020 10:05
807	8.0	23/01/2020 10:08
808	19.0	23/01/2020 10:12
809	12.0	23/01/2020 10:13
810	13.0	23/01/2020 10:16
811	8.0	23/01/2020 10:18
812	8.0	23/01/2020 10:21
813	34.0	23/01/2020 10:23
814	8.0	23/01/2020 10:25
815	8.0	23/01/2020 10:27
816	13.0	23/01/2020 10:37
817	7.0	23/01/2020 10:45
818	8.0	23/01/2020 10:46
819	12.0	23/01/2020 11:02
820	8.0	23/01/2020 11:10
821	14.0	23/01/2020 11:17
822	14.0	23/01/2020 11:20
823	16.0	23/01/2020 11:20
824	15.0	23/01/2020 11:20
825	8.0	23/01/2020 11:24
826	8.0	23/01/2020 11:26
827	8.0	23/01/2020 11:27
828	8.0	23/01/2020 11:35
829	15.0	23/01/2020 11:35
830	21.0	23/01/2020 11:46
