id_estado	Prioridad	Estado	Entorno	SLA
161	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
162	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
163	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
164	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
165	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
166	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
167	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
168	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
169	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
170	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
171	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
172	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
173	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
174	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
175	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
176	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
177	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
178	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
179	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
180	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
181	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
182	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
183	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
184	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
185	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
186	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
187	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
188	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
189	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
190	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
191	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
192	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
193	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
194	Alta	Cerrado	UAT	
195	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
196	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
197	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
198	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
199	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
200	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
201	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
202	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
203	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
204	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
205	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
206	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
207	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
208	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
209	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
210	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
211	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
212	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
213	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
214	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
215	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
216	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
217	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
218	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
219	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
220	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
221	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
222	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
223	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
224	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
225	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
226	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
227	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
228	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
229	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
230	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
231	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
232	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
233	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
234	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
235	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
236	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
237	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
238	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
239	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
240	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
241	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
242	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
243	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
244	Alta	Cerrado	cert-dev	
245	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
246	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
247	Alta	Cerrado	cert-dev	
248	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
249	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
250	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
251	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
252	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
253	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
254	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
255	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
256	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
257	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
258	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
259	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
260	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
261	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
262	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
263	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
264	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
265	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
266	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
267	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
268	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
269	Media	Cerrado	no production	
270	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
271	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
272	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
273	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
274	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
275	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
276	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
277	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
278	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
279	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
280	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
281	Baja	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
282	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
283	Alta	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
284	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
285	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
286	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
287	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
288	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
289	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
290	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
291	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
292	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
293	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
294	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
295	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
296	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
297	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
298	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
299	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
300	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
301	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
302	Baja	Cerrado	OIMPRE - OIMDEV	
303	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
304	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
305	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
306	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
307	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
308	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
309	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
310	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
311	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
312	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
313	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
314	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
315	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
316	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
317	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
318	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
319	Baja	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
320	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
321	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
322	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
323	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
324	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
325	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
326	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
327	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
328	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
329	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
330	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
331	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
332	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
333	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
334	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
335	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
336	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
337	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
338	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
339	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
340	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
341	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
342	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
343	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
344	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
345	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
346	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
347	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
348	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
349	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
350	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
351	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
352	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
353	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
354	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
355	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
356	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
357	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
358	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
359	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
360	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
361	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
362	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
363	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
364	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
365	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
366	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
367	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
368	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
369	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
370	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
371	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
372	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
373	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
374	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
375	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
376	Baja	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
377	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
378	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
379	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
380	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
381	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
382	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
383	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
384	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
385	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
386	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
387	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
388	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
389	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
390	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
391	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
392	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
393	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
394	Baja	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
395	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
396	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
397	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
398	Media	Cerrado	Ericcson	
399	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
400	Media	Cerrado	PRODUCTION1	
401	Media	Cerrado	Solicito que se le den permisos al usuario WUECRO17, pueden utilizar el usuario modelo wuedol02	
402	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
403	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
404	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
405	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
406	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
407	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
408	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
409	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
410	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
411	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
412	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
413	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
414	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
415	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
416	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
417	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
418	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
419	Alta	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
420	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
421	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
422	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
423	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
424	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
425	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
426	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
427	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
428	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
429	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
430	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
431	Media	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
432	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
433	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
434	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
435	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
436	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
437	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
438	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
439	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
440	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
441	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
442	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
443	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
444	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
445	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
446	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
447	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
448	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
449	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
450	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
451	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
452	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
453	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
454	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
455	Media	Cerrado	Fast	
456	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
457	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
458	Media	Cancelado	PRODUCTION	Objetivos de servicio incumplidos
459	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
460	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
461	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
462	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
463	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
464	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
465	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
466	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
467	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
468	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
469	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
470	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
471	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
472	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
473	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
474	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
475	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
476	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
477	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
478	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
479	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
480	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
481	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
482	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
483	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
484	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
485	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
486	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
487	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
488	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
489	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
490	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
491	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
492	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
493	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
494	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
495	Baja	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
496	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
497	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
498	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
499	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
500	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
501	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
502	Media	Cancelado	PRODUCTION	Dentro del Objetivo de servicio
503	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
504	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
505	Alta	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
506	Media	Cerrado	PRODUCTION	Dentro del Objetivo de servicio
507	Media	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
508	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
509	Alta	Cerrado	PRODUCTION	Objetivos de servicio incumplidos
